rk,player,tm,fantpos,age,games_g,games_gs,passing_cmp,passing_att,passing_yds,passing_td,passing_int,rushing_att,rushing_yds,rushing_y/a,rushing_td,receiving_rec,receiving_yds,receiving_y/r,receiving_td,fumbles_fmb,fumbles_fl,scoring_td,scoring_2pm,scoring_2pp,fantasy_fantpt,fantasy_ppr,fantasy_dkpt,fantasy_fdpt,fantasy_vbd,fantasy_posrank,fantasy_ovrank
434,Eddie Fuller,BUF,,23,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,
435,Ronnie Haliburton,DEN,,23,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,
436,Rusty Hilger,IND,QB,29,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,
437,Jamie Holland,RAI,,27,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,
438,Darryl Ingram,CLE,,25,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,
439,James Jenkins,WAS,,24,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,
440,Alex Johnson,HOU,,23,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,
441,Joe Johnson,WAS,,29,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,
442,Victor Jones,HOU,,24,14,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,
443,Trey Junkin,SEA,,30,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,
444,Pat Kelly,NYJ,,26,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,
445,Craig Kupp,PHO,QB,24,1,0,3,7,23,0,0,1,5,5.0,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.4,0.9,0.4,0.0,61,
446,Brian Lattimore,IND,,25,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,
447,Harper LeBel,ATL,,28,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,
448,Dave Little,DET,,30,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,
449,Doug Lloyd,RAI,,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,
450,Tony Lomack,PHO,,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,
451,Chuck Long,DET,,28,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,
452,Bruce McGonnigal,CLE,,23,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,
453,Frank Miotke,HOU,,26,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,
454,Scott Mitchell,MIA,,23,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,
455,Browning Nagle,NYJ,QB,23,1,0,1,2,10,0,0,1,-1,-1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,62,
456,Terry Obee,MIN,,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,
457,Mike Oliphant,CLE,,28,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,
458,Danny Peebles,CLE,,25,7,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,
459,Todd Philcox,CLE,QB,25,4,0,4,8,49,0,1,1,-1,-1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,-0.1,0.9,0.9,0.0,69,
460,Jake Reed,MIN,,24,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,
461,Curvin Richards,DAL,RB,23,2,0,0,0,0,0,0,2,4,2.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,139,
462,Eugene Riley,DET,TE,25,5,1,0,0,0,0,0,0,0,0.0,0,1,3,3.0,0,0.0,0.0,0,0.0,0.0,0.0,1.3,1.3,0.8,0.0,74,
463,Troy Sadowski,KAN,,26,14,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,
464,Tyrone Shavers,CLE,,23,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,
465,Derrick Shepard,DAL,,27,6,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,
466,Joey Smith,NYG,,22,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,
467,Kelly Stouffer,SEA,QB,27,2,1,6,15,57,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.3,1.3,1.3,0.0,63,
468,Rick Strom,PIT,,26,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,
469,Mosi Tatupu,RAM,,36,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,
470,Gene Taylor,NWE,,29,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,
471,Yancey Thigpen,SDG,,22,4,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,
472,Frank Wainright,NOR,TE,24,14,2,0,0,0,0,0,0,0,0.0,0,1,3,3.0,0,0.0,0.0,0,0.0,0.0,0.0,1.3,1.3,0.8,0.0,75,
473,Mark Walczak,SDG,,29,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,
474,Andre Ware,DET,QB,23,1,0,0,0,0,0,0,4,6,1.5,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,-0.4,0.1,-0.4,0.0,70,
475,Chuck Weatherspoon,TAM,,23,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,
476,Chuck Webb,GNB,,22,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,
477,Mike Williams,MIA,,25,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,
478,Ron Wolfley,PHO,,29,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,
479,Eric Wright,CHI,,22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,
480,Walter Dean,GNB,,23,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,154,
481,Robert Hardy,TAM,,24,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,155,
482,Mark Herrmann,IND,QB,32,2,0,11,19,137,0,3,1,-1,-1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,-1.0,-0.6,2.4,2.4,0.0,71,
483,Stanford Jennings,NOR,,29,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,156,
484,Brian Kinchen,CLE,,26,14,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,88,
485,David Lang,RAM,,23,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,-1.0,-1.0,-0.5,-1.0,0.0,157,
486,Marc Logan,MIA,RB,26,16,0,0,0,0,0,0,4,5,1.25,0,0,0,0.0,0,1.0,0.0,0,0.0,0.0,-1.0,-0.5,0.0,-0.5,0.0,153,
487,Dan McGwire,SEA,QB,24,1,1,3,7,27,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,-1.0,-0.9,0.1,0.1,0.0,72,
488,Jack Trudeau,IND,QB,29,2,0,2,7,19,0,1,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,-1.0,-1.2,-0.2,-0.2,0.0,73,
489,Brad Goebel,PHI,QB,24,5,2,30,56,267,0,6,1,2,2.0,0,0,0,0.0,0,2.0,0.0,0,0.0,0.0,-3.0,-3.1,3.9,2.9,0.0,74,
490,Rod Harris,PHI,WR,25,16,0,0,0,0,0,0,0,0,0.0,0,2,28,14.0,0,6.0,0.0,0,0.0,0.0,-3.0,-1.2,1.8,-2.2,0.0,169,
491,Vai Sikahema,GNB,,29,11,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3.0,0.0,0,0.0,0.0,-3.0,-3.0,-1.5,-3.0,0.0,158,
492,Brett Favre,ATL,QB,22,2,0,0,4,0,0,2,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,-4.0,-4.0,-2.0,-2.0,0.0,75,
493,Pat Ryan,PHI,QB,36,4,0,10,26,98,0,4,1,-2,-2.0,0,0,0,0.0,0,2.0,0.0,0,0.0,0.0,-6.0,-6.3,-1.3,-2.3,0.0,76,
